Movie Title,tmdb_popularity,imdbRating,Unnamed: 3,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,TwitterScore,Budget,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Revenue-Worldwide,Profit,Verdict
Diary of a Wimpy Kid: The Long Haul,23.752,4.3,103.0,41.75,3.647,2.6065,7.062,0.098660171,22000000.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40140972,0.824589636,hit
The Mountain Between Us,50.424,6.4,86.0,27.875,1.835,2.464333333,14.9808,0.529775715,35000000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62832209,0.795205971,hit
The Lego Ninjago Movie,36.656,6.0,47.0,35.625,,3.969666667,14.639,0.729166667,70000000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123081555,0.758307929,hit
Blade Runner 2049,79.482,8.0,37.0,40.75,18.269,2.87225,32.2092,0.465686275,150000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,259239658,0.728264387,hit
This Is Not What I Expected,4.749,6.7,,30.125,1.4,9.786,5.9198,21.54340836,18000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30996615,0.722034167,hit
The Nut Job 2: Nutty by Nature,25.121,5.5,89.0,47.0,3.623,2.0848,12.7724,0.6985138,40000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68743485,0.718587125,hit
Logan Lucky,26.12,7.0,91.0,28.0,4.052,12.263,17.5364,0.853339561,29000000.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48453605,0.670813966,hit
Kidnap,39.393,5.9,84.0,40.5,8.153,4.684166667,7.274,-0.249176729,21000000.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34814102,0.657814381,hit
The Founder,38.536,7.2,126.0,50.75,7.841,9.078666667,18.9344,-0.03166784,15000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24121245,0.608083,hit
Snatched,21.749,4.6,58.0,37.125,3.191,2.7255,11.318,0.322857143,42000000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60845711,0.448707405,hit
Power Rangers,68.16,5.9,39.0,42.0,2.744,3.68525,11.854,0.11965812,100000000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142337240,0.4233724,hit
All Eyez on Me,40.652,5.8,62.0,24.0,2.391,2.117,13.583,0.318590187,40000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55668698,0.39171745,hit
The Zookeeper's Wife,26.361,7.0,113.0,39.25,1.96,1.72675,9.3548,0.406185567,20000000.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26152835,0.30764175,hit
Valerian and the City of a Thousand Planets,55.67,6.5,69.0,26.375,8.055,5.112,16.5062,0.358455882,177200000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225874228,0.27468526,hit
The Snowman,21.044,5.1,151.0,50.625,3.777,2.711,22.8812,0.157116451,35000000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43203413,0.234383229,hit
Patriots Day,34.765,7.4,83.0,29.0,12.59,11.2515,23.9968,0.449101796,45000000.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52185751,0.159683356,hit
All the Money in the World,19.061,6.8,127.0,27.875,10.645,3.734857143,19.543,0.400516796,50000000.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56996304,0.13992608,hit
A Monster Calls,26.944,7.5,178.0,40.125,5.945,1.991,20.1472,0.401496259,43000000.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47309313,0.100216581,hit
Sleepless,35.969,5.6,102.0,27.75,,,18.7654,0.297458894,30000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32917353,0.0972451,hit
CHIPS,27.684,6.0,107.0,66.125,11.171,2.6165,14.7378,0.475915222,25000000.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26800152,0.07200608,hit
Father Figures,15.158,5.5,125.0,28.25,2.67,5.405,17.1286,0.457489879,25000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25601244,0.02404976,hit
King Arthur: Legend of the Sword,48.764,6.7,71.0,38.625,17.049,5.727666667,20.5664,0.292403746,175000000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148675066,-0.150428194,flop
Downsizing,35.272,5.7,115.0,41.375,5.558,3.312,14.0536,0.199764982,68000000.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,55003890,-0.191119265,flop
Only the Brave,39.17,7.6,109.0,30.125,4.597,2.12825,27.5626,0.81498195,38000000.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26351322,-0.306544158,flop
Detroit,14.823,7.3,117.0,72.125,4.505,2.9608,15.3698,0.182258065,34000000.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23355100,-0.313085294,flop
A Cure for Wellness,27.398,6.4,142.0,31.75,4.916,3.119333333,15.1834,0.732780083,40000000.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,26620002,-0.33449995,flop
Monster Trucks,45.833,5.6,78.0,40.375,10.231,1.725,11.9642,0.198172473,125000000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64493915,-0.48404868,flop
Searching,29.803,7.6,102.0,51.25,2.22,3.01625,6.5418,0.307069617,880000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,75462037,84.75231477,hit
Code Blue: The Movie,2.955,7.2,,,,,6.9242,,1250000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78778562,62.0228496,hit
Default,2.484,4.4,,87.5,1.4,,4.7008,31.87081048,750000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27694043,35.92539067,hit
Truth or Dare,94.395,5.2,76.0,33.125,1.4,2.264,11.245,0.70912148,3500000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,95330493,26.23728371,hit
How Long Will I Love U,4.088,6.4,,25.0,,,4.0552,81.44329897,6000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,136796719,21.79945317,hit
Big Fish & Begonia,52.444,7.0,,22.625,,,4.6288,68.53932584,4531653.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85409373,17.84728884,hit
Bohemian Rhapsody,82.586,8.0,14.0,43.5,11.971,1.402333333,14.6778,0.587747288,52000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,903655259,16.37798575,hit
Insidious: The Last Key,64.96,5.7,47.0,40.0,7.552,7.299333333,13.6674,0.140169332,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,167885588,15.7885588,hit
The Nun,134.206,5.3,26.0,35.25,3.042,8.8285,11.1638,0.116409537,22000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,365550119,15.6159145,hit
Green Book,41.877,8.2,88.0,54.75,11.436,3.2008,15.0656,0.433506045,23000000.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321752656,12.98924591,hit
Hichki,8.272,7.6,,25.25,0.695,1.336,3.3422,75.50761421,2000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26055222,12.027611,hit
Winchester,33.3,5.4,103.0,56.5,,0.6,11.4224,0.263681592,3500000.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,44019588,11.57702514,hit
I Can Only Imagine,77.218,7.3,37.0,36.0,,1.6848,11.077,0.354279523,7000000.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86086881,11.29812586,hit
A Star Is Born,40.119,7.6,12.0,41.125,31.29,9.3074,16.9562,0.329341317,36000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,436188866,11.11635739,hit
The First Purge,102.44,5.2,42.0,26.0,2.825,6.1794,7.1,0.359007833,13000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,137056262,9.542789385,hit
Book Club,15.339,6.1,44.0,46.5,1.96,2.2875,13.998,0.78880554,10000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104438188,9.4438188,hit
Midnight Sun,43.587,6.6,143.0,33.625,3.738,1.10425,8.1754,0.456404736,2800000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27365467,8.773381071,hit
Detective Chinatown 2,5.957,6.1,,20.25,9.108,,7.5456,36.17021277,63000000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,544185156,7.637859619,hit
Breaking In,19.976,5.4,65.0,39.125,7.18,5.7448,8.7772,0.308627678,6000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51411620,7.568603333,hit
Operation Red Sea,31.637,6.6,,43.0,4.975,2.221,6.9226,35.75129534,70000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,579330426,7.276148943,hit
Hereditary,75.801,7.3,70.0,32.375,18.221,2.158666667,12.5288,-0.054626533,10000000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,80239658,7.0239658,hit
Crazy Rich Asians,22.628,6.9,17.0,60.5,3.356,2.08,19.9598,0.805494985,30000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,238539198,6.9513066,hit
Jurassic World: Fallen Kingdom,165.387,6.2,4.0,53.625,5.945,3.646,19.5674,-0.443478261,170000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1308467944,6.696870259,hit
Overboard,69.895,6.0,59.0,35.375,3.305,5.916,16.7528,0.270730368,12000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91244913,6.60374275,hit
Venom,215.948,6.7,11.0,41.625,16.871,5.509666667,22.119,0.343683084,116000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,856085151,6.380044405,hit
Aquaman,115.183,6.9,13.0,83.75,13.692,2.623,31.4502,0.462377944,160000000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1148528393,6.178302456,hit
Deadpool 2,179.019,7.7,5.0,41.0,6.782,27.465,26.1874,0.451724138,110000000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786365638,6.148778527,hit
Show Dogs,17.909,3.9,116.0,28.5,11.426,2.0945,13.0424,-0.2006157,5500000.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39156854,6.119428,hit
Avengers: Infinity War,454.608,8.5,2.0,33.875,,11.621,27.4548,-0.717926933,300000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2048359754,5.827865847,hit
The Grinch,88.914,6.3,6.0,50.625,,4.2655,16.3906,0.471835251,75000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511595957,5.821279427,hit
Fifty Shades Freed,150.206,4.5,35.0,42.875,4.312,3.455,12.183,0.859107962,55000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,371985018,5.763363964,hit
Black Panther,144.081,7.3,1.0,39.5,7.226,11.621,14.8902,0.469543147,200000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1347597973,5.737989865,hit
Hotel Transylvania 3: Summer Vacation,97.489,6.3,18.0,32.0,7.654,2.412,21.6874,0.724696356,80000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528600000,5.6075,hit
The Favourite,24.14,7.5,124.0,85.125,4.722,1.979,20.2894,0.528547202,15000000.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95918706,5.3945804,hit
Johnny English Strikes Again,33.032,6.2,179.0,59.125,1.158,4.1904,16.068,-0.362655602,25000000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158970776,5.35883104,hit
BlacKkKlansman,18.676,7.5,62.0,28.75,10.675,5.306166667,15.2698,0.405105438,15000000.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93400823,5.226721533,hit
Incredibles 2,204.127,7.6,3.0,30.0,14.555,2.126,17.0638,0.435215947,200000000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242805359,5.214026795,hit
Along With the Gods: The Last 49 Days,151.278,7.1,,46.25,4.751,1.38,10.1072,44.65408805,18300000.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112790210,5.163399454,hit
Paddington 2,35.421,7.8,77.0,58.25,2.023,2.274,10.562,0.719700748,40000000.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227978523,4.699463075,hit
The Possession of Hannah Grace,20.565,5.2,128.0,28.75,1.22,2.797,8.1754,0.603404255,7700000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,43016528,4.586562078,hit
Mamma Mia! Here We Go Again,24.91,6.6,25.0,,10.52,3.945,19.9146,-0.187601958,75000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,395044706,4.267262747,hit
Teen Titans GO! To the Movies,38.564,6.8,98.0,,,5.532,9.369,0.694537347,10000000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52090236,4.2090236,hit
"Paul, Apostle of Christ",143.301,6.6,,19.25,1.052,1.2185,10.3292,70.85501859,5000000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25915966,4.1831932,hit
Slender Man,35.409,3.2,95.0,34.125,8.719,5.2534,15.9184,-0.002164502,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,51738549,4.1738549,hit
A Simple Favor,28.629,6.8,56.0,37.125,4.309,2.4545,15.7084,0.781376518,20000000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97644617,3.88223085,hit
Maze Runner: The Death Cure,127.826,6.2,53.0,46.125,6.836,3.217,24.1692,-0.766233766,62000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,288175335,3.647989274,hit
Second Act,21.725,5.8,106.0,38.75,5.603,5.88375,14.7708,0.708333333,16000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72282227,3.517639188,hit
Blockers,42.168,6.2,50.0,46.5,3.399,7.254166667,20.5082,0.392513369,21000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94017294,3.477014,hit
Ant-Man and the Wasp,93.658,7.0,9.0,47.5,3.515,7.148,21.5422,0.442556084,140000000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622674139,3.447672421,hit
Mission: Impossible - Fallout,66.95,7.7,8.0,42.375,8.616,15.20725,31.4804,0.475157453,178000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,791115104,3.444466876,hit
Baaghi 2,6.136,4.9,,26.875,3.612,2.632,4.3624,62.73037543,7670000.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33139063,3.320607953,hit
Creed II,102.792,7.1,28.0,29.25,0.84,8.792166667,16.9996,0.49197861,50000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,214215889,3.28431778,hit
Ocean's Eight,90.147,6.3,22.0,39.0,10.546,2.6135,29.8344,0.521178637,70000000.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297718711,3.253124443,hit
Spider-Man: Into the Spider-Verse,176.854,8.4,29.0,49.625,,5.3748,20.5596,0.748081841,90000000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375540831,3.1726759,hit
The Commuter,38.357,6.3,80.0,30.625,5.806,1.1755,28.8402,0.804220399,30000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,119942387,2.998079567,hit
"Love, Simon",44.735,7.6,,31.25,13.061,3.51075,15.2498,84.65451462,17000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66316289,2.900958176,hit
The Post,18.676,7.2,39.0,67.0,29.221,11.787,16.914,0.340402969,50000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179769467,2.59538934,hit
Rampage,95.09,6.1,33.0,36.875,3.815,2.327,17.9034,0.346938776,120000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,428028233,2.566901942,hit
Night School,27.302,5.6,40.0,42.625,9.21,10.5505,9.4872,0.590588235,29000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103105878,2.555375103,hit
The Meg,133.825,5.6,21.0,36.375,6.951,4.221,31.436,0.417575369,150000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,530243742,2.53495828,hit
The Mule,34.873,7.0,49.0,35.5,,,28.6932,0.413909521,50000000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,174804407,2.49608814,hit
Bumblebee,76.31,6.7,41.0,55.5,0.6,4.9052,19.3578,0.577970297,135000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,467989645,2.466589963,hit
Ready Player One,152.625,7.4,23.0,37.25,29.221,7.92925,16.512,0.808383234,175000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,582890172,2.330800983,hit
Fantastic Beasts: The Crimes of Grindelwald,624.664,6.5,20.0,37.0,14.088,6.02375,28.3536,0.903377512,200000000.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,654855901,2.274279505,hit
Game Night,33.059,6.9,43.0,37.5,,6.716,15.2374,0.696,37000000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117679066,2.180515297,hit
The House with a Clock in Its Walls,40.06,6.0,45.0,39.875,14.098,8.097333333,14.5378,0.457703928,42000000.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131457147,2.129932071,hit
The Equalizer 2,81.182,6.7,32.0,29.375,7.806,7.135111111,22.2934,0.346853147,62000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,190400157,2.070970274,hit
I Feel Pretty,32.164,5.6,61.0,35.0,,3.428333333,12.8694,0.848375451,32000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94539426,1.954357063,hit
Tomb Raider,52.621,6.3,52.0,54.625,1.178,2.192,15.938,0.41013269,94000000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274650803,1.921817053,hit
Pad Man,9.407,8.0,,33.0,1.27,1.96,3.2918,63.74922408,10000000.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29045020,1.904502,hit
Tag,35.796,6.5,54.0,74.625,1.4,2.4155,19.0816,0.49648078,28000000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78130625,1.790379464,hit
Mary Poppins Returns,42.16,6.7,30.0,57.5,4.192,3.988333333,13.0332,0.655331412,130000000.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349537494,1.688749954,hit
Den of Thieves,61.363,7.0,68.0,27.625,4.624,6.73075,20.7048,-0.368046284,30000000.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80509622,1.683654067,hit
Smallfoot,47.87,6.6,38.0,44.875,3.76,4.857666667,19.3038,0.746853147,80000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214040103,1.675501288,hit
Goosebumps 2: Haunted Halloween,45.879,5.6,66.0,30.25,1.141,10.182,12.3098,-0.665959703,35000000.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93320380,1.666296571,hit
Christopher Robin,29.374,7.2,36.0,38.75,6.647,2.352,13.8594,0.503703704,75000000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197744377,1.636591693,hit
Padmaavat,8.82,7.1,136.0,26.625,1.367,,4.0726,0.407035176,31000000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,81673897,1.634641839,hit
Instant Family,46.29,7.3,48.0,34.5,5.452,12.2042,22.3526,0.737722612,48000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120556201,1.511587521,hit
The Strangers: Prey at Night,25.235,5.2,104.0,37.125,8.266,1.9602,15.2366,0.132024374,12500000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31039126,1.48313008,hit
Uncle Drew,38.42,5.8,73.0,35.375,4.256,5.258,5.4218,0.596218771,19000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46664414,1.456021789,hit
Skyscraper,63.35,5.8,46.0,40.375,11.237,12.6665,15.009,0.380704042,125000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,304868961,1.438951688,hit
Super Troopers 2,17.635,6.0,94.0,26.625,7.924,1.4,3.2516,0.92266557,13500000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31626386,1.342695259,hit
Acrimony,30.161,5.8,71.0,35.0,,,9.8272,0.24125,20000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46403669,1.32018345,hit
The Spy Gone North,10.793,7.3,,46.125,2.587,,8.1428,81.08108108,17000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38844509,1.284971118,hit
Red Sparrow,45.843,6.6,64.0,39.25,5.18,4.04075,15.0812,0.347855684,69000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,151572634,1.196704841,hit
Life of the Party,24.728,5.6,57.0,53.625,1.22,1.22,14.042,0.795798319,30000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65859911,1.195330367,hit
Sicario: Day of the Soldado,63.342,7.1,60.0,34.125,7.212,3.4766,22.1466,0.159663866,35000000.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75837743,1.166792657,hit
Peppermint,37.484,6.5,84.0,39.75,5.051,3.17075,10.1882,0.513761468,25000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53918723,1.15674892,hit
Pacific Rim: Uprising,117.721,5.6,51.0,42.625,5.374,4.742,15.1124,0.43220339,150000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,290930148,0.93953432,hit
12 Strong,47.601,6.5,67.0,38.625,0.69,3.68425,19.3006,0.839371454,35000000.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67450815,0.927166143,hit
Alpha,47.032,6.7,83.0,67.75,5.504,3.465,8.2466,0.4533571,51000000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98203196,0.925552863,hit
The 15:17 to Paris,22.099,5.3,81.0,40.75,31.857,9.262,5.766,0.496939343,30000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57076286,0.902542867,hit
The Death of Stalin,15.178,7.2,150.0,65.875,2.135,2.42025,16.014,-0.546075085,13000000.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24646055,0.895850385,hit
Mile 22,41.617,6.1,82.0,39.375,12.59,12.59,25.46,0.392093325,35000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66308758,0.894535943,hit
The Spy Who Dumped Me,24.863,6.0,86.0,34.75,5.197,3.016,15.1822,-0.253617021,40000000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75320680,0.883017,hit
Mary Queen of Scots,20.135,6.3,142.0,80.875,2.423,3.611333333,17.9948,0.290087464,25000000.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46712809,0.86851236,hit
The Predator,101.993,5.3,58.0,47.625,8.983,3.532,9.4834,0.258830342,88000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160542134,0.824342432,hit
Widows,22.081,6.9,74.0,47.625,16.649,8.485,20.0274,0.387168142,42000000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75984700,0.809159524,hit
Adrift,24.925,6.6,91.0,33.0,7.521,12.2995,8.7586,0.395245992,35000000.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59945012,0.712714629,hit
Death Wish,39.876,6.3,85.0,29.875,14.098,6.016,21.3498,-0.247037375,30000000.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49562710,0.652090333,hit
